axis,x,scheduler,carbon_g,reduction_pct,sla_viol,cold_rate,invocations
forecast,perfect,FIFO,7.891903870949079,0.0,0.00019816368320232512,0.005746746812867428,15139.0
forecast,perfect,Wait-Awhile,26.691829806723614,-238.21787800759995,0.00019816368320232512,0.02595944249950459,15139.0
forecast,perfect,Spatial,2.032476224488803,74.24605953487902,0.00019816368320232512,0.0023119096373604596,15139.0
forecast,perfect,GreenFaaS-v1,5.911196495055617,25.097966324509503,0.00019816368320232512,0.029988770724618533,15139.0
forecast,perfect,GreenFaaS,2.409308105959294,69.47114225721617,0.00019816368320232512,0.0038972191029790606,15139.0
forecast,24h,FIFO,7.891903870949079,0.0,0.00019816368320232512,0.005746746812867428,15139.0
forecast,24h,Wait-Awhile,26.691829806723614,-238.21787800759995,0.00019816368320232512,0.02595944249950459,15139.0
forecast,24h,Spatial,2.032476224488803,74.24605953487902,0.00019816368320232512,0.0023119096373604596,15139.0
forecast,24h,GreenFaaS-v1,5.911196495055617,25.097966324509503,0.00019816368320232512,0.029988770724618533,15139.0
forecast,24h,GreenFaaS,2.409308105959294,69.47114225721617,0.00019816368320232512,0.0038972191029790606,15139.0
forecast,1h,FIFO,7.891903870949079,0.0,0.00019816368320232512,0.005746746812867428,15139.0
forecast,1h,Wait-Awhile,26.691829806723614,-238.21787800759995,0.00019816368320232512,0.02595944249950459,15139.0
forecast,1h,Spatial,2.032476224488803,74.24605953487902,0.00019816368320232512,0.0023119096373604596,15139.0
forecast,1h,GreenFaaS-v1,4.821228840214366,38.90917934312642,0.00019816368320232512,0.022524605323997623,15139.0
forecast,1h,GreenFaaS,2.409308105959294,69.47114225721617,0.00019816368320232512,0.0038972191029790606,15139.0
forecast,none,FIFO,7.891903870949079,0.0,0.00019816368320232512,0.005746746812867428,15139.0
forecast,none,Wait-Awhile,26.691829806723614,-238.21787800759995,0.00019816368320232512,0.02595944249950459,15139.0
forecast,none,Spatial,2.032476224488803,74.24605953487902,0.00019816368320232512,0.0023119096373604596,15139.0
forecast,none,GreenFaaS-v1,2.032476224488803,74.24605953487902,0.00019816368320232512,0.0023119096373604596,15139.0
forecast,none,GreenFaaS,2.409198523774897,69.47253079648615,0.00019816368320232512,0.0038972191029790606,15139.0
