axis,x,scheduler,carbon_g,reduction_pct,sla_viol,cold_rate,invocations
variability,0.0,FIFO,7.078560895093247,0.0,0.00019816368320232512,0.005746746812867428,15139.0
variability,0.0,Wait-Awhile,29.680878900091262,-319.3066830952264,0.00019816368320232512,0.04121804610608362,15139.0
variability,0.0,Spatial,1.8089170646349864,74.44512957585911,0.00019816368320232512,0.0023119096373604596,15139.0
variability,0.0,GreenFaaS-v1,2.2456123723763706,68.27586276847606,0.00019816368320232512,0.0069357289120813796,15139.0
variability,0.0,GreenFaaS,2.0378395180218583,71.2111042311657,0.00019816368320232512,0.0032366734923046435,15139.0
variability,0.1,FIFO,7.445806714632096,0.0,0.00019816368320232512,0.005746746812867428,15139.0
variability,0.1,Wait-Awhile,29.16097197330906,-291.64288156988414,0.00019816368320232512,0.0370566087588348,15139.0
variability,0.1,Spatial,1.9089129578182666,74.36257707217977,0.00019816368320232512,0.0023119096373604596,15139.0
variability,0.1,GreenFaaS-v1,5.655115383721597,24.049661769913115,0.00019816368320232512,0.029922716163551095,15139.0
variability,0.1,GreenFaaS,2.2082737775880625,70.342048051711,0.00019816368320232512,0.0035008917365744103,15139.0
variability,0.25,FIFO,7.996675443940367,0.0,0.00019816368320232512,0.005746746812867428,15139.0
variability,0.25,Wait-Awhile,28.355325258318068,-254.58892207267024,0.00019816368320232512,0.03051720721315807,15139.0
variability,0.25,Spatial,2.0589067975931865,74.25296534757626,0.00019816368320232512,0.0023119096373604596,15139.0
variability,0.25,GreenFaaS-v1,6.193947933417289,22.543462257044947,0.00019816368320232512,0.030054825285685975,15139.0
variability,0.25,GreenFaaS,2.3982547829408434,70.00935201442786,0.00019816368320232512,0.0035669462976418522,15139.0
variability,0.5,FIFO,8.914789992787487,0.0,0.00019816368320232512,0.005746746812867428,15139.0
variability,0.5,Wait-Awhile,30.015656445162204,-236.69504799828576,0.00019816368320232512,0.025364951449897616,15139.0
variability,0.5,Spatial,2.3088965305513867,74.10038225892703,0.00019816368320232512,0.0023119096373604596,15139.0
variability,0.5,GreenFaaS-v1,7.362279237331473,17.415000877329394,0.00019816368320232512,0.03170618931237202,15139.0
variability,0.5,GreenFaaS,2.6897981619606677,69.82768899618668,0.00019816368320232512,0.003765109980844177,15139.0
variability,0.75,FIFO,9.832904541634608,0.0,0.00019816368320232512,0.005746746812867428,15139.0
variability,0.75,Wait-Awhile,30.09616547918259,-206.07604652062906,0.00019816368320232512,0.021137459541581347,15139.0
variability,0.75,Spatial,2.4840963206279647,74.7369018980122,0.00019816368320232512,0.0035669462976418522,15139.0
variability,0.75,GreenFaaS-v1,9.11428537697161,7.308310190749966,0.00019816368320232512,0.04452077415945571,15139.0
variability,0.75,GreenFaaS,2.7845009943664185,71.68180589391213,0.00019816368320232512,0.004359601030451152,15139.0
